productivity,mpc,wage,search_prob,error
1.6,0.725,25.0,0.35000000000000003,25520458075.998367
1.6,0.725,25.0,0.4,24151901812.559082
1.6,0.725,25.0,0.45000000000000007,23098910014.236874
1.6,0.725,25.0,0.5,22247586511.45086
1.6,0.725,37.5,0.30000000000000004,11950848727.331234
1.6,0.725,37.5,0.35000000000000003,10067862392.648544
1.6,0.725,37.5,0.4,8727283028.393679
1.6,0.725,37.5,0.45000000000000007,7703880256.534472
1.6,0.725,37.5,0.5,6888639392.670195
1.6,0.725,50.0,0.30000000000000004,4869676830.1096735
1.6,0.725,50.0,0.35000000000000003,3645693653.9323277
1.6,0.725,50.0,0.4,2807927876.1312475
1.6,0.725,50.0,0.45000000000000007,2184837414.4844456
1.6,0.725,50.0,0.5,1713508783.085061
1.6,0.725,62.5,0.30000000000000004,6175599242.488588
1.6,0.725,62.5,0.35000000000000003,6253951859.8497095
1.6,0.725,62.5,0.4,6393836355.771782
1.6,0.725,62.5,0.45000000000000007,6541781488.086789
1.6,0.725,62.5,0.5,6722194682.695457
1.6,0.725,75.0,0.30000000000000004,15868615964.467983
1.6,0.725,75.0,0.35000000000000003,17892637010.40069
1.6,0.725,75.0,0.4,19485008467.31528
1.6,0.725,75.0,0.45000000000000007,20774712477.341507
1.6,0.725,75.0,0.5,21914697091.501392
1.6,0.75,25.0,0.30000000000000004,27346368957.28
1.6,0.75,25.0,0.35000000000000003,25446335093.814877
1.6,0.75,25.0,0.4,24076779500.427567
1.6,0.75,25.0,0.45000000000000007,23023002198.78686
1.6,0.75,25.0,0.5,22171043794.261734
1.6,0.75,37.5,0.30000000000000004,11891003276.736538
1.6,0.75,37.5,0.35000000000000003,10009842484.54233
1.6,0.75,37.5,0.4,8670626372.241096
1.6,0.75,37.5,0.45000000000000007,7648259871.294321
1.6,0.75,37.5,0.5,6833885623.113538
1.6,0.75,50.0,0.30000000000000004,4855580915.603706
1.6,0.75,50.0,0.35000000000000003,3639219863.3493857
1.6,0.75,50.0,0.4,2807088083.9873886
1.6,0.75,50.0,0.45000000000000007,2188332018.077395
1.6,0.75,50.0,0.5,1720584165.3122342
1.6,0.75,62.5,0.30000000000000004,6240101873.881503
1.6,0.75,62.5,0.35000000000000003,6334467230.236044
1.6,0.75,62.5,0.4,6486164635.666442
1.6,0.75,62.5,0.45000000000000007,6643218639.136082
1.6,0.75,62.5,0.5,6831139420.857819
1.6,0.75,75.0,0.30000000000000004,16044566151.569923
1.6,0.75,75.0,0.35000000000000003,18095584585.202305
1.6,0.75,75.0,0.4,19707856027.278244
1.6,0.75,75.0,0.45000000000000007,21012919734.470375
1.6,0.75,75.0,0.5,22165551389.750286
1.6,0.775,25.0,0.30000000000000004,27273753329.26048
1.6,0.775,25.0,0.35000000000000003,25372353393.32455
1.6,0.775,25.0,0.4,24001806628.706905
1.6,0.775,25.0,0.45000000000000007,22947250225.03111
1.6,0.775,25.0,0.5,22094662250.957268
1.6,0.775,37.5,0.30000000000000004,11831451111.062809
1.6,0.775,37.5,0.35000000000000003,9952140460.245707
1.6,0.775,37.5,0.4,8614305957.012936
1.6,0.775,37.5,0.45000000000000007,7592990129.866257
1.6,0.775,37.5,0.5,6779494494.797369
1.6,0.775,50.0,0.30000000000000004,4842006396.5128
1.6,0.775,50.0,0.35000000000000003,3633311199.5390515
1.6,0.775,50.0,0.4,2806846053.4869523
1.6,0.775,50.0,0.45000000000000007,2192449988.4473853
1.6,0.775,50.0,0.5,1728304243.0780516
1.6,0.775,62.5,0.30000000000000004,6305419185.610446
1.6,0.775,62.5,0.35000000000000003,6415865611.204578
1.6,0.775,62.5,0.4,6579426918.128946
1.6,0.775,62.5,0.45000000000000007,6745629800.774502
1.6,0.775,62.5,0.5,6941091495.79931
1.6,0.775,75.0,0.30000000000000004,16221689478.355753
1.6,0.775,75.0,0.35000000000000003,18299803695.242294
1.6,0.775,75.0,0.4,19932048550.938927
1.6,0.775,75.0,0.45000000000000007,21252529566.847603
1.6,0.775,75.0,0.5,22417856252.96114
1.6,0.8,25.0,0.30000000000000004,27201268050.094727
1.6,0.8,25.0,0.35000000000000003,25298512974.527374
1.6,0.8,25.0,0.4,23926983197.397102
1.6,0.8,25.0,0.45000000000000007,22871654092.969624
1.6,0.8,25.0,0.5,22018441881.53746
1.6,0.8,37.5,0.30000000000000004,11772192230.310055
1.6,0.8,37.5,0.35000000000000003,9894756319.758677
1.6,0.8,37.5,0.4,8558321782.709202
1.6,0.8,37.5,0.45000000000000007,7538071032.250273
1.6,0.8,37.5,0.5,6725466007.721687
